,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,pop_weighted
212176,2021,VA,Virginia,Prince William,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,31.2,40.2,484472,51153,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.4795791 38.7011187),2850.0,17295650.400000002
202762,2021,VA,Virginia,Pulaski,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.7,,,30.1,45.7,33759,51155,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.7134439 37.0633853),2851.0,1272714.3
198483,2021,VA,Virginia,Rappahannock,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,26.9,43.0,7407,51157,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.1688241 38.6845215),2868.0,256282.2
200267,2021,VA,Virginia,Richmond,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.8,,,31.8,46.3,9017,51159,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.7305609 37.9428936),921.0,349859.6
207331,2021,VA,Virginia,Roanoke,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,29.1,40.3,96589,51161,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.1912371 37.330792),2869.0,3332320.5
211218,2021,VA,Virginia,Rockbridge,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,27.5,42.0,22641,51163,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.4477537 37.8145174),2870.0,781114.5
202374,2021,VA,Virginia,Rockingham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.9,,,30.6,43.5,84394,51165,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.8853213 38.5075848),2871.0,3114138.6
205254,2021,VA,Virginia,Russell,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.1,,,33.7,46.8,25550,51167,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.0959342 36.9334198),2872.0,1024555.0
198676,2021,VA,Virginia,Scott,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.2,,,29.8,45.0,21419,51169,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.6136238 36.7127756),922.0,796786.8
207727,2021,VA,Virginia,Shenandoah,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.9,,,30.7,45.5,44752,51171,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.5739867 38.856204),2873.0,1696100.8
200895,2021,VA,Virginia,Smyth,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,32.5,47.9,29477,51173,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.5397861 36.8423183),2874.0,1176132.3
201050,2021,VA,Virginia,Southampton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.7,,,30.2,45.6,18006,51175,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.1038135 36.7200678),2875.0,678826.2000000001
202548,2021,VA,Virginia,Spotsylvania,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.9,,,29.8,42.1,143676,51177,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.6572264 38.1824314),2876.0,5157968.399999999
214008,2021,VA,Virginia,Stafford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,31.4,43.9,160877,51179,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.4580475 38.4230836),2877.0,6032887.5
204655,2021,VA,Virginia,Surry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.9,,,33.7,50.7,6530,51181,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.8801717 37.1197611),923.0,273607.0
214651,2021,VA,Virginia,Sussex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.3,,,34.4,50.7,10763,51183,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.2597319 36.9266454),2878.0,455274.89999999997
199438,2021,VA,Virginia,Tazewell,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,29.8,43.8,39925,51185,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.5629237 37.1253949),2899.0,1453270.0
208118,2021,VA,Virginia,Warren,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,28.9,44.2,40925,51187,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.207594 38.9082214),924.0,1485577.5
209986,2021,VA,Virginia,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.4,,,30.6,44.4,53635,51191,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.9503218 36.7478138),2900.0,2005949.0
201411,2021,VA,Virginia,Westmoreland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,31.5,46.3,18731,51193,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.8039326 38.109311),2901.0,724889.7000000001
202797,2021,VA,Virginia,Wise,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.5,,,36.5,50.9,35647,51195,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.6215601 36.9745607),2902.0,1550644.5
201829,2021,VA,Virginia,Wythe,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.6,,,32.3,47.2,28178,51197,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.0830007 36.8998674),925.0,1115848.8
207997,2021,VA,Virginia,York,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.7,,,27.4,40.1,70915,51199,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.395533 37.2209139),2903.0,2389835.5
208257,2021,VA,Virginia,Alexandria,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.5,,,24.9,36.3,154706,51510,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.0836695 38.8192511),2904.0,4718533.0
200747,2021,VA,Virginia,Bristol,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,,,31.0,47.3,17054,51520,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.1575641 36.6169541),2905.0,665106.0
206927,2021,VA,Virginia,Buena Vista,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,31.1,46.3,6601,51530,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.3581337 37.7293448),2870.0,253478.4
212753,2021,VA,Virginia,Charlottesville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.4,,,25.2,39.2,45672,51540,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.4853806 38.0376579),2906.0,1479772.8
199845,2021,VA,Virginia,Chesapeake,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.1,,,31.3,41.2,251269,51550,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.3017884 36.6793761),2907.0,9070810.9
213330,2021,VA,Virginia,Colonial Heights,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.8,,,29.9,46.0,18273,51570,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.3968043 37.2616846),928.0,690719.3999999999
201026,2021,VA,Virginia,Covington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,31.5,48.5,5717,51580,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.9854337 37.7810603),2908.0,228108.3
206820,2021,VA,Virginia,Danville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.0,,,37.1,53.2,42215,51590,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.4080707 36.5833337),2909.0,1899675.0
202867,2021,VA,Virginia,Emporia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,47.3,,,38.5,56.4,5667,51595,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.5359753 36.696182),929.0,268049.1
199900,2021,VA,Virginia,Fairfax City,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.6,,,22.4,35.7,24276,51600,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.2990252 38.8531833),2910.0,694293.6
205793,2021,VA,Virginia,Falls Church,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.9,,,23.9,38.5,14493,51610,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.1756027 38.884722),930.0,447833.69999999995
205721,2021,VA,Virginia,Franklin City,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.9,,,35.3,52.9,8217,51620,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.9413956 36.6840142),2911.0,360726.3
207160,2021,VA,Virginia,Fredericksburg,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.1,,,28.6,43.7,28367,51630,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.4866583 38.2992718),2912.0,1024048.7000000001
208469,2021,VA,Virginia,Galax,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.6,,,31.5,48.4,6660,51640,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.9143083 36.6656397),931.0,263736.0
200291,2021,VA,Virginia,Hampton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.6,,,36.3,48.8,137746,51650,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.2972931 37.0479606),2913.0,5867979.600000001
198201,2021,VA,Virginia,Harrisonburg,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.8,,,30.5,45.8,51430,51660,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.8733028 38.4362547),932.0,1944053.9999999998
211064,2021,VA,Virginia,Hopewell,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.6,,,37.7,53.9,23140,51670,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.2989443 37.2910098),2914.0,1055184.0
212029,2021,VA,Virginia,Lexington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,28.7,45.2,7456,51678,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.4443196 37.7823316),2939.0,271398.39999999997
213048,2021,VA,Virginia,Lynchburg,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.4,,,31.5,45.3,79009,51680,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.1954582 37.3990161),2940.0,3033945.6
204882,2021,VA,Virginia,Manassas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.7,,,27.4,42.6,42708,51683,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.4826328 38.7468077),933.0,1481967.6
213117,2021,VA,Virginia,Manassas Park,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.0,,,29.4,45.3,17002,51685,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.442323 38.7693983),2941.0,629074.0
206053,2021,VA,Virginia,Martinsville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.6,,,35.9,53.0,13517,51690,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.8636475 36.6835269),934.0,602858.2000000001
206958,2021,VA,Virginia,Newport News,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.7,,,42.3,50.6,184587,51700,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.5219802 37.0761357),2942.0,8435625.9
209033,2021,VA,Virginia,Norfolk,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.0,,,35.7,46.6,235089,51710,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.2446413 36.9230149),2943.0,9638649.0
212314,2021,VA,Virginia,Norton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.1,,,31.8,48.9,3666,51720,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.625996 36.9315489),935.0,147006.6
203147,2021,VA,Virginia,Petersburg,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,46.0,,,38.3,54.0,33429,51730,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.3923681 37.2047302),2944.0,1537734.0
199009,2021,VA,Virginia,Poquoson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.8,,,24.4,39.8,12574,51735,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.3035337 37.1283599),,399853.2
203155,2021,VA,Virginia,Portsmouth,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,47.6,,,41.2,54.1,97840,51740,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.3569725 36.8593388),936.0,4657184.0
212865,2021,VA,Virginia,Radford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.4,47.5,16499,51750,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.5591473 37.1201194),2946.0,645110.9
211325,2021,VA,Virginia,Richmond City,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.2,,,28.6,38.3,226604,51760,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.4760085 37.531399),2947.0,7523252.800000001
208184,2021,VA,Virginia,Roanoke City,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.9,,,34.6,47.3,98865,51770,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.9581739 37.278458),937.0,4043578.5
201833,2021,VA,Virginia,Salem,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.0,,,28.6,44.0,25373,51775,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.0552407 37.2853329),2948.0,913428.0
204365,2021,VA,Virginia,Staunton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,28.1,43.9,25661,51790,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.0618761 38.1579778),2949.0,918663.7999999999
211057,2021,VA,Virginia,Suffolk,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.4,,,35.4,49.7,96194,51800,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.6347808 36.6971573),2950.0,4078625.6
205701,2021,VA,Virginia,Virginia Beach,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.5,,,27.4,35.8,457672,51810,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.0291418 36.7795254),2951.0,14416668.0
203328,2021,VA,Virginia,Waynesboro,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.1,47.4,22550,51820,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.9014197 38.0671571),938.0,881705.0
205412,2021,VA,Virginia,Williamsburg,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.1,,,27.5,43.0,15590,51830,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.7081925 37.269481),939.0,547209.0
208665,2021,VA,Virginia,Winchester,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.0,,,30.5,46.0,28136,51840,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.1763562 39.1738688),2952.0,1069168.0
204613,2021,WA,Washington,Adams,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.4,,,33.1,45.9,20621,53001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-118.5128614 47.0112378),2953.0,812467.4
213317,2021,WA,Washington,Asotin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.3,,,28.6,40.3,22397,53003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-117.2277813 46.1818612),2954.0,768217.1
212277,2021,WA,Washington,Benton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.6,,,27.0,38.6,210025,53005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-119.5166594 46.2281252),2955.0,6846815.0
212604,2021,WA,Washington,Chelan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.9,,,25.5,36.5,79646,53007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.619041 47.8609739),2956.0,2461061.4
212637,2021,WA,Washington,Clallam,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.2,,,24.5,35.9,78209,53009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.8898599 48.1109034),2976.0,2361911.8
199477,2021,WA,Washington,Clark,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.0,,,28.0,36.1,511404,53011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.4859533 45.7717295),2977.0,16364928.0
200388,2021,WA,Washington,Columbia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.1,,,26.9,39.7,4042,53013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-117.9116345 46.2928505),940.0,133790.2
222445,2021,WA,Washington,Cowlitz,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.0,,,31.7,42.3,111524,53015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.6784596 46.1967854),2978.0,4126388.0
224607,2021,WA,Washington,Douglas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.7,,,26.3,39.4,43696,53017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-119.6946219 47.7417625),2979.0,1428859.2000000002
222965,2021,WA,Washington,Ferry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.6,,,28.7,42.9,7273,53019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-118.5335894 48.4732563),2980.0,258918.80000000002
218341,2021,WA,Washington,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,30.0,43.2,98268,53021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-118.9038912 46.5375019),2981.0,3596608.8000000003
223411,2021,WA,Washington,Garfield,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.3,,,33.4,47.6,2346,53023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-117.5367052 46.4293176),941.0,94543.79999999999
225153,2021,WA,Washington,Grant,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,31.1,42.4,100297,53025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-119.467788 47.2136328),2982.0,3670870.2
220858,2021,WA,Washington,Grays Harbor,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.8,,,28.7,41.2,76841,53027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.8267349 47.1137324),2983.0,2674066.8
224312,2021,WA,Washington,Island,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.8,,,25.2,36.8,87432,53029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.6706492 48.1585538),3007.0,2692905.6
224367,2021,WA,Washington,Jefferson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.0,,,25.1,37.3,33605,53031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.5270572 47.8057075),3008.0,1041755.0
223180,2021,WA,Washington,King,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,23.3,,,20.8,25.8,2252305,53033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.8339765 47.4905518),3009.0,52478706.5
223338,2021,WA,Washington,Kitsap,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,27.8,37.2,274314,53035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.6496339 47.6395948),848.0,8860342.2
216730,2021,WA,Washington,Kittitas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.9,,,25.4,36.8,45499,53037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.6767092 47.1244411),3194.0,1405919.0999999999
223834,2021,WA,Washington,Klickitat,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.7,,,24.8,36.8,23118,53039,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.7793049 45.8704463),3195.0,709722.6
227727,2021,WA,Washington,Lewis,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,29.5,41.6,84398,53041,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.3774443 46.5800714),3196.0,2979249.4
222630,2021,WA,Washington,Lincoln,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.2,,,26.3,38.4,11232,53043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-118.4176925 47.5827433),3197.0,361670.4
224577,2021,WA,Washington,Mason,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,28.9,40.6,67615,53045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.1731033 47.3508322),849.0,2339479.0
219213,2021,WA,Washington,Okanogan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.7,,,25.9,37.7,42634,53047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-119.7422347 48.5484533),3198.0,1351497.8
220395,2021,WA,Washington,Pacific,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.2,,,28.9,43.0,23948,53049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.7824193 46.5565866),3208.0,842969.6000000001
222332,2021,WA,Washington,Pend Oreille,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.9,,,26.4,40.2,13886,53051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-117.2321913 48.5438247),3209.0,456849.39999999997
224025,2021,WA,Washington,Pierce,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,30.3,37.5,925708,53053,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.1532402 47.0514128),3210.0,31288930.4
224589,2021,WA,Washington,San Juan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.0,,,18.8,29.7,18557,53055,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.1037693 48.5071904),3211.0,445368.0
227313,2021,WA,Washington,Skagit,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.9,,,24.8,35.3,130696,53057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.8157703 48.4932917),3212.0,3907810.4
223825,2021,WA,Washington,Skamania,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.4,,,23.8,35.3,12170,53059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.9532319 46.0247853),850.0,357798.0
217645,2021,WA,Washington,Snohomish,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,28.8,35.9,833540,53061,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.7650375 48.054913),3213.0,26923341.999999996
217740,2021,WA,Washington,Spokane,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.5,,,25.6,33.6,546040,53063,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-117.4033714 47.6203752),3214.0,16108180.0
216773,2021,WA,Washington,Stevens,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.0,,,26.0,38.7,47426,53065,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-117.8544548 48.3887277),2741.0,1517632.0
215470,2021,WA,Washington,Thurston,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,27.8,37.0,297977,53067,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.8301524 46.9358216),2742.0,9624657.1
224165,2021,WA,Washington,Wahkiakum,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,28.4,41.0,4582,53069,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.4244583 46.2946377),851.0,158079.0
